category,text,source
Limitation of Liability,"if you or spotify terminate the agreements , or if spotify suspends your access to the spotify service , you agree that spotify shall have no liability or responsibility to you and spotify will not refund any amounts that you have already paid , to the fullest extent permitted under applicable law .",LexGLUE_UnfairToS
Limitation of Liability,"you agree that , to the extent permitted by applicable law , your sole and exclusive remedy for any problems or dissatisfaction with the spotify service is to uninstall any spotify software and to stop using the spotify service .",LexGLUE_UnfairToS
Limitation of Liability,"to the fullest extent permitted by law , in no event will spotify , its officers , shareholders , employees , agents , directors , subsidiaries , affiliates , successors , assigns , suppliers , or licensors be liable for ( 1 ) any indirect , special , incidental , punitive , exemplary , or consequential damages ; ( 2 ) any loss of use , data , business , or profits ( whether direct or indirect ) , in all cases arising out of the use or inability to use the spotify service , third party applications , or third party application content , regardless of legal theory , without regard to whether spotify has been warned of the possibility of those damages , and even if a remedy fails of its essential purpose ; or ( 3 ) aggregate liability for all claims relating to the spotify service , third party applications , or third party application content more than the amounts paid by you to spotify during the prior twelve months in question , to the extent permissible by applicable law .",LexGLUE_UnfairToS
Arbitration,"unless otherwise required by a mandatory law of a member state of the european union or any other jurisdiction , the agreements ( and any non-contractual disputes/claims arising out of or in connection with them ) are subject to the laws of the state or country listed below , without regard to choice or conflicts of law principles .",LexGLUE_UnfairToS
Unilateral Termination,"further , you and spotify agree to the jurisdiction of the courts listed below to resolve any dispute , claim , or controversy that arises in connection with the agreements ( and any non-contractual disputes/claims arising out of or in connection with them ) .",LexGLUE_UnfairToS
Arbitration,"( in some cases , that jurisdiction will be `` exclusive '' , meaning that no other countries ' courts can preside over the matter ; have jurisdiction ; in other cases , the jurisdiction is `` non-exclusive '' , meaning that other countries ' courts may have jurisdiction as well .",LexGLUE_UnfairToS
Exclusion of Liability,"you and spotify agree that any dispute , claim , or controversy between you and spotify arising in connection with or relating in any way to these agreements or to your relationship with spotify as a user of the service ( whether based in contract , tort , statute , fraud , misrepresentation , or any other legal theory , and whether the claims arise during or after the termination of the agreements ) will be determined by mandatory binding individual arbitration .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using under armour 's products and services , you are agreeing to all the terms below .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"your access and use of the services ( regardless of whether you create an account with us ) , constitutes your agreement to these terms and our privacy policy , which is incorporated into the terms .",LexGLUE_UnfairToS
Content Removal,"with new products , services , and features launching all the time , we need the flexibility to make changes , impose limits , and occasionally suspend or terminate certain offerings .",LexGLUE_UnfairToS
Content Removal,"we may also update our services , which might not work properly if you do n't install the updates .",LexGLUE_UnfairToS
Content Removal,"the services change frequently , and their form and functionality may change without prior notice to you .",LexGLUE_UnfairToS
Limitation of Liability,we may also impose limits on certain services or restrict your access to part or all of the services without notice or liability .,LexGLUE_UnfairToS
Content Removal,"we may also from time to time , as we see fit , develop and provide updates for certain services .",LexGLUE_UnfairToS
Unilateral Change,"we reserve the right to refuse service to anyone , and can monitor , terminate or suspend our services or your account at any time .",LexGLUE_UnfairToS
Content Removal,"we may change , suspend , or discontinue any or all of the services at any time , including the availability of any product , feature , database , or content .",LexGLUE_UnfairToS
Unilateral Change,"we may also deactivate , terminate or suspend your account at any time : ( 1 ) if we , in our sole discretion , determine that you are or have been in violation of these terms or the spirit thereof ( as highlighted in our community guidelines ) , ( 2 ) if we , in our sole discretion , determine that you have created risk or possible legal exposure for under armour or any other athlete , ( 3 ) in response to requests by law enforcement or other government agencies , ( 4 ) upon discontinuance or material modification of any services , or ( 5 ) due to unexpected technical issues or problems .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using any of the commercial tools , you acknowledge and agree to the terms and any additional terms and conditions applicable to those select services .",LexGLUE_UnfairToS
Contract Termination,we can edit or remove your content from our products and services at any time for any reason .,LexGLUE_UnfairToS
Contract Termination,"we reserve the right to monitor , remove or modify user-generated content for any reason and at any time , including user-generated content that we believe violates these terms , the community guidelines , and/or our policies .",LexGLUE_UnfairToS
Limitation of Liability,under no circumstances will myfitnesspal be responsible for any loss or damage resulting from your reliance on nutritional information .,LexGLUE_UnfairToS
Unilateral Change,"if you violate the community guidelines , we reserve the right to terminate your access to the services .",LexGLUE_UnfairToS
Contract Termination,"if we determine that you are violating the community guidelines or otherwise have breached the terms , we may take actions to address the issue , including , but not limited to , terminating your right to use the services , removing your user-generated content , taking legal action against you ( in which case you agree that we may recover reasonable costs and attorneys ' fees ) or disclosing information to law enforcement authorities .",LexGLUE_UnfairToS
Limitation of Liability,"as such , we are not liable for any damage or loss caused or alleged to be caused by or in connection with the use of or reliance on any such social networking services .",LexGLUE_UnfairToS
Unilateral Change,"if you do not pay the fees or charges due for your use of the premium services , we may make reasonable efforts to notify you and resolve the issue ; however , we reserve the right to disable or terminate your access to the premium services ( and may do so without notice ) .",LexGLUE_UnfairToS
Content Removal,"to the maximum extent permitted by applicable laws , we may change our prices for premium services at any time .",LexGLUE_UnfairToS
Unilateral Change,under armour reserves the right to cancel discounts and coupon promotions at any time .,LexGLUE_UnfairToS
Content Removal,"premium service features and content may change at any time , and we can not guarantee that any specific feature or content will be available for the entire free trial period .",LexGLUE_UnfairToS
Limitation of Liability,"we reserve the right , in our absolute discretion , to modify or terminate any free trial offer , your access to the premium services during the free trial , or any of these terms without notice and with no liability .",LexGLUE_UnfairToS
Limitation of Liability,"except as otherwise set out in these terms , and to the maximum extent permitted by applicable law , we are not responsible or liable , either directly or indirectly , for any injuries or damages that are sustained from your physical activities or your use of , or inability to use , any services or features of the services , including any content or activities that you access or learn about through our services ( e.g. , a third-party activity such as a yoga class ) , even if caused in whole or part by the action , inaction or negligence of under armour or by the action , inaction or negligence of others .",LexGLUE_UnfairToS
Limitation of Liability,"to the maximum extent permitted by applicable law , you also expressly agree that we do not assume responsibility for any third-party activity or any other race , contest , class , athletic activity or event that utilizes or is promoted by or accessed via the services .",LexGLUE_UnfairToS
Content Removal,"as under armour grows and improves , we might have to make changes to these terms or include additional terms that are specific to certain products .",LexGLUE_UnfairToS
Content Removal,"under armour reserves the right to modify these terms by ( i ) posting revised terms on and/or through the services , and/or ( ii ) providing advance notice to you of material changes to the terms , generally via email where practicable , and otherwise through the services ( such as through a notification on the home page of the under armour websites or in our applications ) .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,your use of the services following that date constitutes your acceptance of the terms and conditions of the terms as modified .,LexGLUE_UnfairToS
Limitation of Liability,"to the maximum extent permitted by applicable law , under no circumstances ( including , without limitation , negligence ) shall under armour , its subsidiaries , partners or any wireless carriers be liable to you or any third party for ( a ) any indirect , incidental , special , reliance , exemplary , punitive , or consequential damages of any kind whatsoever ; ( b ) loss of profits , revenue , data , use , goodwill , or other intangible losses ; ( c ) damages relating to your access to , use of , or inability to access or use the services ; ( d ) damages relating to any conduct or content of any third party or athlete using the services , including without limitation , defamatory , offensive or illegal conduct or content ; and/or ( e ) damages in any manner relating to any third-party content , third-party products or third-party activities accessed via the services .",LexGLUE_UnfairToS
Limitation of Liability,"to the maximum extent permitted by applicable law , this limitation applies to all claims , whether based on warranty , contract , tort , or any other legal theory , whether or not under armour has been informed of the possibility of such damage , and further where a remedy set forth herein is found to have failed its essential purpose .",LexGLUE_UnfairToS
Limitation of Liability,"to the maximum extent permitted by applicable law , the total liability of under armour , for any claim under these terms , including for any implied warranties , is limited to the greater of one thousand dollars ( us $ 1,000.00 ) or the amount you paid us to use the applicable service ( s ) in the past twelve months .",LexGLUE_UnfairToS
Limitation of Liability,"in particular , to the extent permitted by applicable law , we are not liable for any claims arising out of ( a ) your use of the services ( including but not limited to your participation in any activities promoted by or accessed via the services ) , ( b ) the use , disclosure , display , or maintenance of an athlete 's personal data and/or location data , ( c ) any other interactions with us or any other athletes using the services , even if we have been advised of the possibility of such damages , or ( d ) other content , information , services or goods received through or advertised on the services or received through any links provided with the services .",LexGLUE_UnfairToS
Arbitration,"if you are a resident of the united states or any non-european union country : these terms shall be governed by and construed in accordance with the laws of the state of maryland and controlling u.s. federal law as applicable , without regard to its conflict of law principles .",LexGLUE_UnfairToS
Arbitration,"if you are a resident of the european union : these terms shall be governed by and construed in accordance with dutch law , without regard to its conflict of law principles .",LexGLUE_UnfairToS
Arbitration,"if you are a resident of canada : notwithstanding anything to the contrary herein , with respect to any purchase using a visa credit card at under armour 's canada website , these terms shall be governed by and construed in accordance with canadian law , without regard to its conflict of law principles .",LexGLUE_UnfairToS
Exclusion of Liability,"except where prohibited , you and we agree to submit to the personal and exclusive arbitration of disputes relating to your general use of the services under the rules of the american arbitration association .",LexGLUE_UnfairToS
Unilateral Termination,"if this arbitration provision is found to be null and void , then all disputes arising under the terms between us will be subject to the jurisdiction of the state and federal courts located in baltimore , maryland , and you and we hereby submit to the personal jurisdiction and venue of these courts .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"you agree to our terms of service ( `` terms '' ) by installing , accessing , or using our apps , services , features , software , or website ( together , `` services '' ) .",LexGLUE_UnfairToS
Exclusion of Liability,"if you are a whatsapp user located in the united states or canada , our terms contain a binding arbitration provision , which states that , except if you opt out and except for certain types of disputes , whatsapp and you agree to resolve all disputes through binding individual arbitration , which means that you waive any right to have those disputes decided by a judge or jury , and that you waive your right to participate in class actions , class arbitrations , or representative actions .",LexGLUE_UnfairToS
Unilateral Change,we may terminate your whatsapp account if you repeatedly infringe the intellectual property rights of others .,LexGLUE_UnfairToS
Limitation of Liability,"the whatsapp parties will not be liable to you for any lost profits or consequential , special , punitive , indirect , or incidental damages relating to , arising out of , or in any way in connection with our terms , us , or our services , even if the whatsapp parties have been advised of the possibility of such damages .",LexGLUE_UnfairToS
Limitation of Liability,"our aggregate liability relating to , arising out of , or in any way in connection with our terms , us , or our services will not exceed the greater of one hundred dollars ( $ 100 ) or the amount you have paid us in the past twelve months .",LexGLUE_UnfairToS
Limitation of Liability,the foregoing disclaimer of certain damages and limitation of liability will apply to the maximum extent permitted by applicable law .,LexGLUE_UnfairToS
Limitation of Liability,"notwithstanding anything to the contrary in our terms , in such cases , the liability of the whatsapp parties will be limited to the fullest extent permitted by applicable law .",LexGLUE_UnfairToS
Exclusion of Liability,"if you are a whatsapp user located in the united states or canada , the `` special arbitration provision for united states or canada users '' section below applies to you .",LexGLUE_UnfairToS
Exclusion of Liability,please also read that section carefully and completely .,LexGLUE_UnfairToS
Unilateral Termination,"if you are not subject to the `` special arbitration provision for united states or canada users '' section below , you agree that you will resolve any claim you have with us relating to , arising out of , or in any way in connection with our terms , us , or our services ( each , a `` dispute , '' and together , `` disputes '' ) exclusively in the united states district court for the northern district of california or a state court located in san mateo county in california , and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such disputes .",LexGLUE_UnfairToS
Arbitration,"the laws of the state of california govern our terms , as well as any disputes , whether in court or arbitration , which might arise between whatsapp and you , without regard to conflict of law provisions .",LexGLUE_UnfairToS
Unilateral Change,"we may discontinue some or all of our services , including certain features and the support for certain devices and platforms , at any time .",LexGLUE_UnfairToS
Content Removal,"we may modify , suspend , or terminate your access to or use of our services anytime for any reason , such as if you violate the letter or spirit of our terms or create harm , risk , or possible legal exposure for us , our users , or others .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"your continued use of our services confirms your acceptance of our terms , as amended .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"whenever you use the services , you agree to be bound by all of the terms and conditions of these terms of service .",LexGLUE_UnfairToS
Content Removal,"we reserve the right , at our discretion , to change , modify , add or remove portions of the terms , community rules , feature terms , and privacy policy at any time by posting the amended terms , community rules , feature terms , or privacy policy on our sites or within the service ( such as through in-game notices ) .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,if you continue to use the services after the changes are posted you agree to the changes .,LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"however , if you keep using the service after the changes are posted , you are agreeing that the changes apply to your continued use of the services .",LexGLUE_UnfairToS
Content Removal,"the service is evolving and we may require that you accept updates to the service as well as to the terms , community rules , and the zynga privacy policy .",LexGLUE_UnfairToS
Unilateral Change,"zynga reserves the right to stop offering and/or supporting the service or a particular game or part of the service at any time either permanently or temporarily , at which point your license to use the service or any part of it will be automatically terminated or suspended .",LexGLUE_UnfairToS
Limitation of Liability,"if that happens , zynga is not required to provide refunds , benefits or other compensation to players in connection with discontinued elements of the service or for virtual goods previously earned or purchased .",LexGLUE_UnfairToS
Contract Termination,"zynga may , in its sole discretion limit , suspend , terminate , modify , or delete accounts or access to the service or any portion of it and prohibit access to our games and sites , and their content , services and tools , delay or remove hosted content and zynga is under no obligation to compensate you for any such losses or results .",LexGLUE_UnfairToS
Unilateral Change,"if you violate these terms , or any of our other terms that apply to you , we may take action against you , up to and including permanently suspending your account in addition , you may be breaking the law , including violations of zynga 's intellectual property rights .",LexGLUE_UnfairToS
Unilateral Change,"we may delete or terminate accounts that are inactive ( i.e. , not logged into ) for 180 days .",LexGLUE_UnfairToS
Unilateral Change,"any such transfer or attempted transfer is prohibited and void , and we may terminate your account because of it .",LexGLUE_UnfairToS
Contract Termination,"that said , we have the right , in our sole discretion , to edit , refuse to post , or remove any user content .",LexGLUE_UnfairToS
Content Removal,"we may change what you can use to pay from time to time , at our sole discretion .",LexGLUE_UnfairToS
Limitation of Liability,"you acknowledge that zynga is not required to provide a refund for any reason , and that you will not receive money or other compensation for unused virtual items when an account is closed , whether such closure was voluntary or involuntary , or whether you made a payment through zynga.com or another platform such as apple , google , facebook , or any other sites or platforms where we offer our services .",LexGLUE_UnfairToS
Content Removal,zynga may revise the pricing for the goods and services it licenses to you through the service at any time .,LexGLUE_UnfairToS
Limitation of Liability,"we are not liable for any claim relating to any content , goods and/or services of third parties .",LexGLUE_UnfairToS
Unilateral Change,we reserve the right to terminate any player 's access to the service if we determine that the player is a `` repeat infringer . '',LexGLUE_UnfairToS
Limitation of Liability,"you acknowledge that zynga and the zynga affiliates are not liable ( 1 ) for any indirect , incidental , special , exemplary or consequential damages , including for loss of profits , goodwill or data , in any way whatsoever arising out of the use of , or inability to use , the service ; or ( 2 ) for the conduct of third parties , including other users of the service and operators of external sites .",LexGLUE_UnfairToS
Limitation of Liability,"to the fullest extent allowed by any law that applies , the disclaimers of liability in these terms apply to all damages or injury caused by the service , or related to use of , or inability to use , the service , under any cause of action in any jurisdiction , including , without limitation , actions for breach of warranty , breach of contract or tort ( including negligence ) .",LexGLUE_UnfairToS
Limitation of Liability,"to the maximum extent permissible under applicable laws , the total liability of zynga and/or the zynga affiliates is limited to the total amount you have paid zynga and/or the zynga affiliate in the one hundred and eighty days ( 180 ) days immediately preceding the date on which you first assert any such claim .",LexGLUE_UnfairToS
Exclusion of Liability,"if we ca n't resolve our dispute through customer service , you and zynga or any member of the zynga corporate family all agree to resolve any claims relating to the terms , the privacy policy , feature terms or zynga 's services through final and binding arbitration .",LexGLUE_UnfairToS
Arbitration,"apart from that , if you are united states resident , these terms and our relationship will be governed by california law , except for its conflicts of laws principles .",LexGLUE_UnfairToS
Arbitration,"if you reside outside the united states these terms and our relationship will be governed by irish law , except for its conflicts of laws principles .",LexGLUE_UnfairToS
Unilateral Termination,"if you are a united states resident , judicial proceedings ( other than small claims actions ) that are excluded from the arbitration agreement in section 17 must be brought in state or federal court in san francisco , california , unless we both agree to some other location you and zynga both consent to venue and personal jurisdiction in san francisco , california .",LexGLUE_UnfairToS
Unilateral Termination,"if you reside outside the united states , judicial proceedings must be brought in the courts of ireland , unless we both agree to some other location , and you and zynga both consent to venue and personal jurisdiction in ireland .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using our services , you are agreeing to these terms , our trainer guidelines , and our privacy policy .",LexGLUE_UnfairToS
Content Removal,"if we do so , we 'll let you know either by posting the modified terms on the site or app or through other communications .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"it 's important that you review the terms whenever we modify them , because if you continue to use the services after we have posted modified terms on the site or app , or otherwise communicate them to you , you are indicating to us that you agree to be bound by the modified terms .",LexGLUE_UnfairToS
Unilateral Change,"because our services evolve over time , we may change or discontinue all or any part of the services at any time and without notice .",LexGLUE_UnfairToS
Exclusion of Liability,"arbitration notice : except if you opt out and except for certain types of disputes described in the `` agreement to arbitrate '' section below , you agree that disputes between you and niantic will be resolved by binding , individual arbitration , and you are waiving your right to a trial by jury or to participate as a plaintiff or class member in any purported class action or representative proceeding .",LexGLUE_UnfairToS
Unilateral Change,"if you do n't , we might have to suspend or terminate your account .",LexGLUE_UnfairToS
Limitation of Liability,"to the extent permitted by applicable law , niantic , the pokémon company ( `` tpc '' ) , and tpci disclaim all liability related to any property damage , personal injury , or death that may occur during your use of our services , including any claims based on the violation of any applicable law , rule , or regulation or your alleged negligence or other tort liability .",LexGLUE_UnfairToS
Contract Termination,"niantic may reject any submissions in which niantic believes , in its sole discretion , that the user content is inappropriate or violates the trainer guidelines or these terms .",LexGLUE_UnfairToS
Contract Termination,niantic further reserves the right to remove any user content from the services at any time and without notice and for any reason .,LexGLUE_UnfairToS
Unilateral Change,"any such sale , transfer , or exchange ( or attempt to do so ) is prohibited and may result in the termination of your account .",LexGLUE_UnfairToS
Content Removal,pricing and availability of virtual money and virtual goods are subject to change without notice .,LexGLUE_UnfairToS
Content Removal,we reserve the right at any time to change and update our pricing and inventory of virtual money and virtual goods .,LexGLUE_UnfairToS
Contract Termination,"we reserve the right to control , regulate , change , or remove any virtual money or virtual goods without any liability to you .",LexGLUE_UnfairToS
Contract Termination,"we may cancel , suspend , or terminate your account and your access to your trading items , virtual money , virtual goods , the content , or the services , in our sole discretion and without prior notice , including if ( a ) your account is inactive ( i.e. , not used or logged into ) for one year ; ( b ) you fail to comply with these terms ; ( c ) we suspect fraud or misuse by you of trading items , virtual money , virtual goods , or other content ; ( d ) we suspect any other unlawful activity associated with your account ; or ( e ) we are acting to protect the services , our systems , the app , any of our users , or the reputation of niantic , tpc , or tpci .",LexGLUE_UnfairToS
Limitation of Liability,"we have no obligation or responsibility to , and will not reimburse or refund , you for any trading items , virtual money , or virtual goods lost due to such cancellation , suspension , or termination .",LexGLUE_UnfairToS
Limitation of Liability,"you acknowledge that niantic is not required to provide a refund for any reason , and that you will not receive money or other compensation for unused virtual money and virtual goods when your account is closed , whether such closure was voluntary or involuntary .",LexGLUE_UnfairToS
Contract Termination,"we have the right to offer , modify , eliminate , and/or terminate trading items , virtual money , virtual goods , the content , and/or the services , or any portion thereof , at any time , without notice or liability to you .",LexGLUE_UnfairToS
Contract Termination,"we reserve the right , but are not obligated , to remove or disable access to any content , at any time and without notice , including but not limited to , if we , at our sole discretion , consider any content to be objectionable or in violation of these terms .",LexGLUE_UnfairToS
Unilateral Change,it is niantic 's policy to terminate in appropriate circumstances account holders who repeatedly infringe or are believed to be repeatedly infringing the rights of copyright holders .,LexGLUE_UnfairToS
Unilateral Change,"we may terminate your access to and use of the services , at our sole discretion , at any time and without notice to you .",LexGLUE_UnfairToS
Limitation of Liability,"to the extent permitted by applicable law , neither niantic nor tpc or tpci or any other party involved in creating , producing , or delivering the services or content will be liable to you for any indirect , incidental , special , punitive , exemplary , or consequential damages , including lost profits , loss of data , or goodwill , service interruption , computer damage , or system failure or the cost of substitute services , arising out of or in connection with these terms , or from the use of or inability to use the services or content , or from any communications , interactions , or meetings with other users of the services or persons with whom you communicate or interact as a result of your use of the services , whether based on warranty , contract , tort ( including negligence ) , product liability , or any other legal theory , and whether or not niantic , tpc , or tpci have been advised of the possibility of such damages , even if a limited remedy set forth herein is found to have failed of its essential purpose .",LexGLUE_UnfairToS
Limitation of Liability,"in no event will the total liability of niantic , tpc , or tpci arising out of or in connection with these terms or from the use of or inability to use the services or content exceed one thousand dollars ( $ 1,000 ) .",LexGLUE_UnfairToS
Arbitration,these terms and any action related thereto will be governed by the laws of the state of california without regard to its conflict of laws provisions .,LexGLUE_UnfairToS
Exclusion of Liability,"you and niantic agree that any dispute , claim , or controversy arising out of or relating to these terms or the breach , termination , enforcement , interpretation , or validity thereof or the use of the services or content ( collectively , `` disputes '' ) will be settled by binding arbitration , except that each party retains the right : ( a ) to bring an individual action in small claims court and ( b ) to seek injunctive or other equitable relief in a court of competent jurisdiction to prevent the actual or threatened infringement , misappropriation , or violation of a party 's copyrights , trademarks , trade secrets , patents , or other intellectual property rights ( the action described in this clause ( b ) , an `` ip protection action '' ) .",LexGLUE_UnfairToS
Unilateral Termination,"the exclusive jurisdiction and venue of any ip protection action or , if you timely provide niantic with an arbitration opt-out notice , will be the state and federal courts located in the northern district of california , and each of the parties hereto waives any objection to jurisdiction and venue in such courts .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using our services , you agree to be bound by these terms .",LexGLUE_UnfairToS
Exclusion of Liability,"if you are a masquerade user located in the united states or canada , our terms contain a binding arbitration provision , which states that , except if you opt out and except for certain types of disputes , masquerade and you agree to resolve all disputes through binding individual arbitration , which means that you waive your right to participate in class actions , class arbitrations , or representative actions .",LexGLUE_UnfairToS
Content Removal,"masquerade reserves the right to change , suspend , remove , discontinue , impose limits on , or disable access to the services or any portions thereof or your use thereof .",LexGLUE_UnfairToS
Contract Termination,"masquerade may remove any content from the services at our discretion , including if we believe it violates our terms and policies .",LexGLUE_UnfairToS
Unilateral Change,we may terminate your account if you repeatedly infringe the intellectual property rights of others .,LexGLUE_UnfairToS
Limitation of Liability,"the masquerade parties will not be liable for any lost profits or indirect , special , incidental , consequential , exemplary , or punitive damages relating to , arising out of , or in any way in connection with these terms and policies , us , our services , or any content even if the masquerade parties have been advised of the possibility of such damages .",LexGLUE_UnfairToS
Limitation of Liability,"our aggregate liability relating to , arising out of , or in any way in connection with masquerade 's terms and policies , us , our services , or any content will not exceed the greater of one hundred dollars ( $ 100 ) or the amount you have paid masquerade in the past twelve months .",LexGLUE_UnfairToS
Limitation of Liability,"notwithstanding anything to the contrary in our terms , in such cases , the liability of the masquerade parties will be limited to the fullest extent permitted by applicable law .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"your continued use of our services following such amendment confirms your acceptance of our terms , as amended .",LexGLUE_UnfairToS
Unilateral Change,"we may suspend , or terminate your access to or use of our services anytime for any reason , such as if you violate the letter or spirit of our terms and polices , or create harm , risk , or possible legal exposure for us , our users , or others .",LexGLUE_UnfairToS
Unilateral Termination,"if you are not subject to that provision , you agree that you will resolve any claim you have with us relating to , arising out of , or in any way in connection with our terms and policies , us , or our services ( each , a `` dispute '' and together , `` disputes '' ) exclusively in the united states district court for the northern district of california or a state court located in santa clara county in california , and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such disputes .",LexGLUE_UnfairToS
Arbitration,"the law of the state of california govern our terms and policies , as well as any disputes , whether in court or arbitration , which might arise between masquerade and you , without regard to conflict of law provisions .",LexGLUE_UnfairToS
Exclusion of Liability,"if you are a masquerade user located in the united states or canada , it requires you to submit to binding individual arbitration of all disputes , except for those that involve excluded disputes and except those that can be brought in small claims court .",LexGLUE_UnfairToS
Exclusion of Liability,"masquerade and you agree that all disputes ( except for the excluded disputes ) , including those relating to , arising out of , or in any way in connection with your rights of privacy and publicity , will be resolved through final and binding arbitration .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by downloading , accessing or otherwise using the skyscanner services and/or skyscanner platforms , you are confirming that you have read , understood and agreed to these terms and those of the privacy policy .",LexGLUE_UnfairToS
Content Removal,we may amend these terms at any time at our discretion .,LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"if these terms are amended , we shall display the revised terms and conditions on or via the skyscanner services and/or skyscanner platforms and you will be deemed to have accepted any amendments if you continue using the skyscanner services and/or skyscanner platforms after the amendments are displayed .",LexGLUE_UnfairToS
Contract Termination,"c ) we are under no obligation to store , retain , publish or make available any user content uploaded by you and that you shall be responsible for creating backups of any such user content if necessary .",LexGLUE_UnfairToS
Unilateral Change,"you acknowledge that breaching travel provider terms could result in the cancellation of tickets or reservations , revocation of frequent flier miles and other benefits , and additional charges .",LexGLUE_UnfairToS
Limitation of Liability,"skyscanner has no responsibility whatsoever for any arrangements you make with any third party as a result of your use of the skyscanner services and/or skyscanner platforms ( including , without limitation , any travel provider ) .",LexGLUE_UnfairToS
Limitation of Liability,we have no control over the contents of those sites or resources and accept no responsibility for them or for any loss or damage that may arise from your use of them .,LexGLUE_UnfairToS
Limitation of Liability,"each individual advertiser is solely responsible for the content of its advertising material and skyscanner accepts no responsibility for the content of advertising material , including , without limitation , any error , omission or inaccuracy therein .",LexGLUE_UnfairToS
Limitation of Liability,"to the maximum extent permitted by law , we ( together with our officers , directors , employees , representatives , affiliates , providers and third parties ) do not accept any liability for ( a ) any inaccuracies or omissions in the content displayed on or via the skyscanner services and/or skyscanner platforms ; or ( b ) any act of god , accident , delay or any special , exemplary , punitive , indirect , incidental or consequential loss or damage of any kind ( including , without limitation , lost profits or lost savings ) , whether based in contract , tort ( including negligence ) , strict liability or otherwise , incurred by you arising out of or in connection with your access to , use of , or inability to access or use , the skyscanner services and/or skyscanner platforms or any content contained provided therein .",LexGLUE_UnfairToS
Limitation of Liability,"subject to these terms and to the extent permitted by law , our maximum aggregate liability to you arising out of or in connection with these terms or your access to , use of , or inability to access or use , the skyscanner services and/or skyscanner platforms shall be limited to the sum of # 100 ( one hundred pounds sterling ) .",LexGLUE_UnfairToS
Unilateral Change,"skyscanner may in its absolute discretion immediately terminate any agreement with you under these terms at any time upon notice to you and/or , if you have a log-in account , by cancelling your membership and your access to your account .",LexGLUE_UnfairToS
Unilateral Change,"skyscanner may suspend your use of the skyscanner services and/or skyscanner platforms without notice at any time , without incurring any liability to you whatsoever .",LexGLUE_UnfairToS
Arbitration,"irrespective of the country from which you access or use the skyscanner services and/or skyscanner platforms , to the extent permitted by law these terms and your use of the skyscanner services and/or skyscanner platforms shall be governed in accordance with the laws of england and wales and you are deemed to have submitted to the non-exclusive jurisdiction of the courts of england and wales to resolve any disputes which may arise hereunder .",LexGLUE_UnfairToS
